,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,3PA,PPG,RPG,TRB%,APG,SPG,BPG,TOPG
379,Zach LaVine,Chi,G-F,27.04,59,34.7,72.3,29,11.5,313,0.853,639,418,24.5,4.8,7.7,4.7,0.63,0.36,2.63
380,Jake Layman,Min,F,28.04,29,6.9,14.3,15.3,10.9,12,0.75,31,29,2.1,1.1,8.3,0.3,0.21,0.17,0.28
381,Damion Lee,Gol,G-F,29.42,55,19.7,41.1,15.7,8.4,55,0.855,164,170,7.3,3.1,8.5,0.9,0.65,0.09,0.6
382,Saben Lee,Det,G,22.75,34,15.3,31.8,17,13.2,53,0.792,103,52,5.1,2.2,7.9,2.4,0.94,0.32,0.79
383,Alex Len,Sac,C,28.77,35,16.4,34.1,17.1,17.9,58,0.638,142,20,6.1,4.4,14.6,1.2,0.34,0.71,1.17
384,Caris LeVert,Ind,G,27.58,39,31.1,64.8,26.9,9.9,146,0.76,433,189,18.7,3.8,6.8,4.4,0.9,0.46,1.92
385,Caris LeVert,Cle,G,27.58,9,27.1,56.5,23.7,9.9,16,0.75,82,29,12.3,2.6,5.2,3.7,0.78,0.22,1.44
386,Kira Lewis Jr.,Nor,G,20.96,24,14.2,29.6,22.3,14.7,12,0.833,88,58,5.9,1.6,6.3,2,0.46,0.04,1.08
387,Scottie Lewis,Cha,G,22.03,2,3.3,6.9,5.7,0,2,0.5,0,0,0.5,0,0,0.5,0.5,0,0
388,Damian Lillard,Por,G,31.69,29,36.4,75.9,29.3,11.6,181,0.878,268,284,24,4.1,6.2,7.3,0.59,0.38,2.86
389,Nassir Little,Por,F-G,22.11,42,25.9,54,15.8,10.1,94,0.734,161,154,9.8,5.6,11.8,1.3,0.6,0.86,0.95
390,Isaiah Livers,Det,F,23.65,13,16.6,34.5,13,12.3,5,0.8,13,42,4.8,2.5,8,0.9,0.54,0.38,0.62
391,Kevon Looney,Gol,F,26.12,72,21.5,44.9,12.7,14.1,119,0.597,336,1,6.3,7.5,18.8,2,0.64,0.71,0.89
392,Brook Lopez,Mil,C,33.97,5,20.5,42.7,17.6,7.1,7,0.857,20,16,8.4,3.6,9.3,0.8,0.4,1.4,0.6
393,Robin Lopez,Orl,C,33.97,29,17.4,36.2,19.3,16,43,0.581,165,5,7.6,3.6,11,1.5,0.03,0.55,1.24
394,Didi Louzada,Nor,G,20,2,3.5,7.2,18.7,0,0,0,0,3,0,1,15.9,0.5,0,0,0
395,Kevin Love,Cle,F-C,33.54,64,22.3,46.4,25.4,10.1,187,0.845,252,402,13.6,7.3,18,2.2,0.34,0.23,1.3
396,Kyle Lowry,Mia,G,36,55,34.2,71.2,18.1,20.4,151,0.848,215,329,12.8,4.7,7.7,7.7,1.09,0.31,2.84
397,Timothe Luwawu-Cabarrot,Atl,G-F,26.87,43,11.6,24.2,14.6,9,22,0.864,47,95,3.9,1.3,6.4,0.7,0.3,0.09,0.35
398,Trey Lyles,Det,F,26.38,51,19.4,40.4,22.3,10.5,176,0.784,238,146,10.4,4.8,13.3,1.1,0.43,0.51,1.06
399,Trey Lyles,Sac,F,26.38,15,21.1,43.9,16.2,10,32,0.844,58,36,9.6,5.3,13.7,1.1,0.27,0.33,0.8
400,Theo Maledon,Okc,G,20.78,45,15.7,32.7,18.8,15.3,73,0.753,110,119,5.3,2.2,7.2,1.7,0.56,0.18,1.04
401,Sandro Mamukelashvili,Mil,F-C,22.83,36,9.1,18.9,13.6,9.6,14,0.786,46,42,3.1,1.8,10.5,0.4,0.19,0.19,0.28
402,Terance Mann,Lac,G-F,25.43,73,29.1,60.6,15.9,9.6,145,0.779,435,196,10.8,5.5,9.9,2.6,0.74,0.22,1.01
403,Tre Mann,Okc,G,21.13,58,22.5,46.9,21.7,9.6,75,0.773,301,260,10.2,2.8,6.4,1.5,0.79,0.19,1.09
404,Boban Marjanovic,Dal,C,33.6,18,5.6,11.6,34.2,14.5,16,0.5,55,3,4.5,1.7,16.6,0.1,0,0.11,0.61
405,Lauri Markkanen,Cle,F-C,24.84,51,31.1,64.7,19.2,6.4,124,0.847,274,315,14.4,5.6,10,1.4,0.8,0.51,0.86
406,Naji Marshall,Nor,F,24.16,45,12.8,26.7,21.4,12.9,67,0.761,128,92,5.5,2.7,11.5,1,0.6,0.11,0.82
407,Kenyon Martin Jr.,Hou,F,21.21,69,20.8,43.3,16.6,9.6,105,0.629,319,142,8.9,3.9,10.2,1.3,0.43,0.45,0.78
408,Caleb Martin,Mia,F,26.48,54,22.9,47.7,16.4,9.2,86,0.767,237,141,9.5,3.9,9.6,1.1,1.02,0.46,0.78
409,Cody Martin,Cha,F,26.48,61,26.7,55.5,12.5,11.7,104,0.692,237,140,7.9,4,8,2.5,1.3,0.48,0.92
410,Kelan Martin,Ind,F,26.64,27,16.4,34.3,18.1,7.5,13,0.692,94,74,6.3,2,6.6,0.8,0.48,0.33,0.52
411,Kelan Martin,Bos,F,26.64,3,1.9,4,23.2,0,0,0,2,1,0,0.7,18.8,0,0,0,0
412,Garrison Mathews,Hou,G,25.41,55,26.6,55.4,14.7,7.1,163,0.798,68,329,10.5,3,6.2,1,0.84,0.27,0.65
413,Dakota Mathias,Mem,G,26.7,6,2.7,5.6,15.2,0,0,0,0,6,1,0.3,6.4,0.2,0.17,0,0
414,Dakota Mathias,Mem,G,26.7,6,2.7,5.6,15.2,0,0,0,0,6,1,0.3,6.4,0.2,0.17,0,0
415,Wesley Matthews,Mil,G,35.44,41,19.7,41,11.1,7.6,21,0.714,52,133,5,2,5.3,0.7,0.46,0.12,0.39
416,Tyrese Maxey,Phi,G,21.38,64,35.6,74.2,20.2,7.2,216,0.866,603,249,17.4,3.4,5.3,4.3,0.7,0.44,1.16
417,Skylar Mays,Atl,G,24.55,25,8.4,17.6,15.7,13.2,9,0.889,37,25,3.2,1,6.5,0.6,0.28,0,0.4
418,Miles McBride,Nyk,G,21.54,32,8.6,17.9,13.4,5.9,10,0.7,33,42,1.8,0.9,5.4,1.1,0.34,0.03,0.16
419,Mac McClung,Chi,G,23.21,1,2.6,5.4,33.8,50,0,0,1,0,2,0,0,0,0,0,1
420,CJ McCollum,Por,G,30.51,36,35.2,73.3,26.2,9.2,68,0.706,376,289,20.5,4.3,6.6,4.5,0.97,0.58,1.94
421,CJ McCollum,Nor,G,30.51,16,35.1,73.2,29.8,9.8,62,0.71,207,117,26.1,5,7.8,6.7,1.25,0,2.38
422,T.J. McConnell,Ind,G,29.99,24,24.2,50.4,15.9,13,15,0.8,156,25,8.4,3.3,7.6,4.8,1.04,0.38,1.17
423,Jalen McDaniels,Cha,F-C,24.14,45,16.9,35.1,15.3,12.1,56,0.696,122,94,6.1,3.2,10,1,0.47,0.4,0.73
424,Jaden McDaniels,Min,F,21.48,67,26.1,54.4,15.4,11.3,70,0.8,294,246,9.4,4.3,8.7,1.1,0.76,0.78,1.09
425,Doug McDermott,San,F,30.22,51,24,50,18.3,8.1,51,0.784,209,256,11.3,2.3,4.9,1.3,0.27,0.12,0.84
426,JaVale McGee,Pho,C-F,34.17,66,15.7,32.7,23.2,15.1,133,0.714,407,8,9.5,6.7,22.9,0.6,0.29,1.08,1.27
427,Cameron McGriff,Por,F,24.48,3,15.3,31.9,14,0,2,1,8,6,4.7,5,17.8,1,0,0.33,0
428,Rodney McGruder,Det,G,30.65,44,13.9,28.9,13.9,8.6,20,0.7,59,113,4.8,2,7.7,0.8,0.36,0.11,0.39
429,Alfonzo McKinnie,Chi,F,29.51,17,12.1,25.3,15.3,9.8,8,0.25,34,27,3.5,1.9,8.9,0.3,0.12,0.18,0.41
430,JaQuori McLaughlin,Dal,G,24.15,4,2.7,5.7,8.3,0,0,0,1,1,0,0,0,0.5,0,0,0
431,Jordan McLaughlin,Min,G,25.95,53,13.8,28.7,12,14.3,35,0.743,100,64,3.2,1.5,5.7,2.9,0.92,0.11,0.57
432,Ben McLemore,Por,G,29.11,53,19,39.6,20.9,8,58,0.793,90,331,9,1.6,4.5,0.9,0.47,0.15,0.74
433,De'Anthony Melton,Mem,G,23.82,63,22.4,46.7,20.8,12.9,95,0.726,285,296,9.9,4.4,10.3,2.7,1.56,0.54,1.46
434,Sam Merrill,Mem,G,25.85,6,9.6,20.1,19.7,7.2,4,0.5,1,23,4.2,1.2,6.3,0.7,0,0,0.33
435,Chimezie Metu,Sac,F-C,25,51,20.9,43.5,18.2,10.6,75,0.787,211,161,8.6,5.4,14.1,1,0.84,0.53,0.94
436,Khris Middleton,Mil,F,30.61,59,32.4,67.5,26.9,14.1,268,0.892,528,386,20.4,5.4,8.7,5.4,1.12,0.25,2.86
437,CJ Miles,Bos,G,35.01,1,2,4.2,0,,0,0,0,0,0,0,0,0,0,0,0
438,Paul Millsap,Bro,F,37.11,24,11.3,23.4,16.5,10.6,17,0.706,58,27,3.4,3.7,18,1,0.21,0.46,0.46
439,Paul Millsap,Phi,F,37.11,8,12,25.1,18.3,17.9,7,0.714,21,8,4.1,3.1,14.5,0.6,0.5,0.25,0.88
440,Patty Mills,Bro,G,33.61,71,29.9,62.3,16.8,7.6,53,0.811,221,518,12.2,2,3.6,2.4,0.66,0.24,0.89
441,Shake Milton,Phi,G-F,25.49,44,21.6,45,19,10.2,60,0.85,231,103,8.2,2.7,7,2.4,0.55,0.34,0.93
442,Davion Mitchell,Sac,G,23.55,66,26,54.2,20,10.6,59,0.593,411,283,10.5,2.2,4.5,3.4,0.74,0.27,1.29
443,Donovan Mitchell,Uta,G,25.54,59,33.7,70.1,33.1,11.9,266,0.85,621,590,26,4.2,6.7,5.4,1.51,0.2,3.05
444,Evan Mobley,Cle,C,20.76,64,34.2,71.3,20.4,12.5,236,0.674,694,89,15.2,8.3,13.3,2.6,0.83,1.66,1.98
445,Malik Monk,Lal,G,24.13,66,27.6,57.5,19.2,11.4,94,0.777,308,371,12.9,3.3,6.5,2.7,0.82,0.38,1.41
446,Greg Monroe,Min,F-C,31.8,3,21,43.8,13.4,19.8,5,0.4,14,0,6.7,7,17.7,3.7,0.67,1.33,1.33
447,Greg Monroe,Was,F-C,31.8,2,8.8,18.3,25.3,20,0,0,8,0,4,5,31.3,0.5,0.5,0.5,1
448,Greg Monroe,Mil,F-C,31.8,5,13.9,29,17.8,10.4,9,0.556,22,0,5.4,4.2,15.9,0.4,0.6,0.4,0.6
449,Moses Moody,Gol,G,19.81,46,11.7,24.4,15.2,6.9,34,0.794,62,98,4.3,1.6,7.5,0.4,0.11,0.15,0.28
450,Matt Mooney,Nyk,G,25.12,1,1.9,4,46,50,0,0,0,1,0,0,0,0,1,0,1
451,Xavier Moon,Lac,G,27.22,6,13.9,29,20.2,7.8,3,0.667,24,10,5.5,1.5,5.6,1.7,0.83,0.17,0.5
452,Ja Morant,Mem,G,22.62,56,33.3,69.3,33.8,12.5,408,0.762,909,253,27.6,5.7,8.9,6.7,1.18,0.38,3.43
453,Juwan Morgan,Tor,F,24.93,1,27.4,57.1,4.7,0,0,0,1,2,5,4,7.9,1,0,0,0
454,Marcus Morris Sr.,Lac,F,32.55,48,29.3,61,23.5,8.2,135,0.874,383,248,15.9,4.5,8.1,2.2,0.52,0.29,1.29
455,Jaylen Morris,San,G,26.51,3,5.3,11.1,23.1,11.4,4,0.5,4,2,0.7,0.7,6.5,0.7,0,0,0.33
456,Markieff Morris,Mia,F,32.55,14,18,37.6,21.3,16.5,9,0.889,66,31,7.8,2.9,8.9,1.4,0.21,0.07,1.43
457,Monte Morris,Den,G,26.74,67,29.8,62,17.7,8.5,74,0.851,419,282,12.8,3,5.6,4.3,0.7,0.18,1.01
458,Emmanuel Mudiay,Sac,G,26.05,2,5.5,11.5,18.5,21,4,0.75,2,0,1.5,0,0,2,0.5,0,0.5
459,Mychal Mulder,Orl,G,27.78,15,13,27.1,16.8,10.5,2,1,21,46,3.7,1.4,5.7,0.2,0.27,0.07,0.53
460,Ade Murkey,Sac,G,20,1,1.5,3.1,0,,0,0,0,0,0,0,0,0,0,0,0
461,Trey Murphy III,Nor,F,21.76,52,13.1,27.2,14.7,5.1,37,0.838,64,141,4.6,2.2,9.3,0.6,0.37,0.13,0.23
462,Dejounte Murray,San,G,25.51,63,34.7,72.3,27.3,11.8,212,0.783,891,264,20.8,8.3,12.6,9.3,2.06,0.33,2.65
463,Mike Muscala,Okc,F-C,30.73,43,13.8,28.7,20.9,4.9,57,0.842,85,163,8,3,11.1,0.5,0.42,0.6,0.33
464,Svi Mykhailiuk,Tor,G-F,24.78,52,13.4,27.9,16.4,10.5,34,0.853,98,126,4.7,1.8,7.1,0.8,0.46,0.08,0.54
465,Abdel Nader,Pho,F,28.49,14,10.4,21.6,15,21.8,10,0.6,21,14,2.4,1.9,10,0.5,0.57,0.29,0.79
466,Larry Nance Jr.,Por,F-C,29.22,37,23.2,48.3,12.4,11,49,0.653,136,62,6.9,5.6,13.3,2,1.03,0.35,0.73
467,RJ Nembhard Jr.,Cle,G,23,11,5.1,10.6,14.8,10.7,4,0.75,13,2,1.4,0.5,4.9,1,0,0,0.18
468,Aaron Nesmith,Bos,G-F,22.43,45,10.5,21.9,17.5,13.9,19,0.842,58,95,3.4,1.7,8.7,0.4,0.31,0.09,0.58
469,Raul Neto,Was,G,29.84,62,20.8,43.4,18.3,13.4,101,0.762,304,112,7.9,2.1,5.5,3.3,0.84,0.05,1.15
470,Malik Newman,Cle,G,25.08,1,7.7,16,39.5,14.5,2,1,4,1,8,1,7.1,1,0,0,1
471,Georges Niang,Phi,F,28.77,67,23.5,48.9,17.2,8.7,56,0.875,170,352,9.6,2.8,6.6,1.4,0.39,0.16,0.78
472,Daishen Nix,Hou,G,20.1,15,10.4,21.7,16.5,24.7,13,0.615,26,14,3.5,1.3,6.7,1.6,0.73,0,1
473,Zeke Nnaji,Den,F-C,21.2,40,16.8,35,14.8,9.7,62,0.613,101,76,6.6,3.6,12,0.4,0.4,0.33,0.55
474,Nerlens Noel,Nyk,C-F,27.95,25,22.5,46.8,7.3,21.5,30,0.7,57,3,3.4,5.6,13.3,0.9,1.2,1.24,0.8
475,Jaylen Nowell,Min,G,22.7,54,15.5,32.2,20.7,7,75,0.773,224,129,8.2,2.1,7.2,2.2,0.44,0.11,0.54
476,Frank Ntilikina,Dal,G,23.65,52,12.3,25.6,17,11.2,25,0.96,98,105,4.2,1.4,6.4,1.2,0.46,0.13,0.52
477,Jusuf Nurkic,Por,C,27.58,56,28.2,58.7,23.6,16.6,268,0.69,544,56,15,11.1,21.4,2.8,1.11,0.61,2.55
478,David Nwaba,Hou,G-F,29.19,45,13.2,27.6,16,9.4,67,0.716,126,48,5.1,3.3,13.7,0.8,0.6,0.42,0.47
479,Jordan Nwora,Mil,F,23.54,56,19,39.5,18.9,10.8,26,0.808,201,207,7.6,3.6,9.9,1,0.43,0.27,0.91
480,Semi Ojeleye,Mil,F,27.3,20,15.4,32,11.2,6.2,13,0.769,29,41,2.9,2.9,10,0.3,0.25,0.25,0.25
481,Semi Ojeleye,Lac,F,27.3,9,9.5,19.8,17.6,11.7,14,0.786,17,7,4.3,1.7,9.2,0.4,0.22,0.11,0.44
482,Chuma Okeke,Orl,F,23.6,61,24.3,50.7,16.2,8.8,59,0.847,181,301,8.3,4.9,10.6,1.7,1.43,0.57,0.8
483,Josh Okogie,Min,G,23.56,42,10.9,22.7,11.6,16.5,41,0.659,46,42,2.5,1.6,7.8,0.5,0.5,0.24,0.5
484,Onyeka Okongwu,Atl,F-C,21.28,38,20.7,43,14.7,13.7,90,0.733,188,0,8.6,5.6,14.8,1,0.58,1.32,0.95
485,Isaac Okoro,Cle,F-G,21.15,57,29.6,61.7,13.1,10.9,136,0.794,243,145,9.2,3.1,5.8,1.8,0.82,0.3,0.96
486,KZ Okpala,Mia,F-G,22.9,21,11.6,24.2,14.3,6.3,11,0.727,43,26,3.7,2,9.5,0.7,0.19,0.33,0.24
487,Victor Oladipo,Mia,G,29.88,4,16.3,34,15.2,4.5,3,0.667,11,9,5.5,1.3,4.3,2.8,0,0.25,0.25
488,Cameron Oliver,Atl,F,20,2,21.7,45.1,16.5,0,3,0.667,12,3,11.5,3,7.6,1.5,0.5,0.5,0
489,Kelly Olynyk,Det,F-C,30.93,34,19.1,39.7,21.8,15.4,71,0.746,144,104,8.9,4.6,12.9,2.6,0.79,0.41,1.5
490,Eugene Omoruyi,Dal,F,25.1,4,4.5,9.3,17.1,0,4,0.5,3,2,1.8,1.8,21.7,0.5,0,0,0
491,Royce O'Neale,Uta,F,28.8,68,31.4,65.5,9.8,13.7,52,0.808,125,267,7.8,5,8.6,2.6,1.16,0.47,0.97
492,Miye Oni,Uta,G-F,24.63,16,2.8,5.8,10.3,9.6,1,0,1,8,0.3,0.4,8.6,0.3,0,0,0.06
493,Cedi Osman,Cle,F,26.96,58,22.8,47.6,21.1,9.1,114,0.649,198,328,11,2.2,5.3,2.1,0.86,0.14,1
494,Daniel Oturu,Tor,C,22.51,3,9.1,19,12.8,0,5,0.6,5,1,3,1.7,9.9,0,0,0.67,0
495,Kelly Oubre Jr.,Cha,F-G,26.29,66,27.4,57.1,23.5,6.5,169,0.669,352,509,15.7,4.1,7.8,1.2,1.09,0.45,0.98
496,Jaysean Paige,Det,G,27.65,1,6.6,13.8,26,25,0,0,1,2,0,1,8.2,1,0,0,1
497,Trayvon Palmer,Det,G,27.36,1,16.8,35,5.1,50,0,0,1,0,0,2,6.4,0,0,0,1
498,Kevin Pangos,Cle,G,29.15,24,6.9,14.4,14.6,12.8,4,0.75,20,26,1.6,0.5,3.6,1.3,0.13,0,0.29
499,Jabari Parker,Bos,F,27.02,12,9.4,19.5,19.6,16,9,1,22,16,4.4,2.3,13.4,0.5,0.33,0.08,0.67
500,Eric Paschall,Uta,F,25.38,51,12.9,26.8,17.4,9.9,78,0.756,102,99,5.7,1.9,8.2,0.6,0.14,0.1,0.51
501,Chris Paul,Pho,G,36.88,58,33,68.8,20,15.6,185,0.843,485,182,14.9,4.5,7.2,10.7,1.86,0.31,2.38
502,Cameron Payne,Pho,G,27.62,50,22.4,46.6,25.2,14.3,87,0.839,335,185,11.2,3,7.2,4.8,0.7,0.3,1.86
503,Gary Payton II,Gol,G,29.31,61,16.9,35.1,14.7,9.5,54,0.574,184,107,7,3.4,11,0.8,1.36,0.3,0.54
504,Elfrid Payton,Pho,G,28.08,46,11.2,23.3,18.3,20.7,30,0.4,143,16,3,1.8,8.9,2,0.52,0.13,0.98
505,Norvel Pelle,Uta,C,29.13,3,6.3,13.2,16,28.6,0,0,5,0,2,2,17.2,0,0,0.33,0.67
506,Reggie Perry,Por,F-C,22,2,20.5,42.6,11.5,9.2,2,1,7,2,5.5,3.5,9.3,1,0.5,0,0.5
507,Reggie Perry,Ind,F-C,22,1,9.9,20.6,4.3,0,0,0,1,0,2,1,5.6,0,0,0,0
508,Jamorko Pickett,Det,F,24.24,9,9.9,20.5,13.1,11.1,0,0,8,16,2,1.8,9.7,0.3,0,0.33,0.33
509,Theo Pinson,Dal,G-F,26.38,16,7.5,15.6,13.4,5.6,4,1,7,25,1.8,1.2,8.8,0.8,0.25,0.13,0.13
510,Mason Plumlee,Cha,F-C,32.05,63,25,52.2,11.6,19.6,152,0.382,279,2,6.6,8.1,16.9,3.2,0.86,0.73,1.35
511,Jakob Poeltl,San,C,26.44,60,29.1,60.7,18.3,12.8,175,0.491,584,1,13.5,9.2,16.5,2.9,0.7,1.68,1.62
512,Aleksej Pokusevski,Okc,C,20.24,56,19,39.5,20.1,15.2,41,0.683,232,170,7.1,5.1,13.6,1.6,0.61,0.59,1.34
513,Yves Pons,Mem,F,22.88,8,3.6,7.5,7,0,2,0,3,1,0.6,0.8,10.8,0,0,0,0
514,Jordan Poole,Gol,G,22.76,66,29.3,61.1,25,13.7,206,0.917,396,471,17.4,3.1,5.8,3.6,0.83,0.29,2.3
515,Kevin Porter Jr.,Hou,G-F,21.88,51,30.5,63.5,23.6,19.1,161,0.596,307,319,14,4.1,7.3,5.9,1.12,0.35,3.24
516,Michael Porter Jr.,Den,F,23.73,9,29.5,61.4,19.7,10.1,9,0.556,55,48,9.9,6.6,12.4,1.9,1.11,0.22,1.33
517,Otto Porter Jr.,Gol,F,28.8,57,21.7,45.2,15.5,7.7,56,0.804,179,202,8.3,5.6,14.1,1.5,1.11,0.47,0.6
518,Bobby Portis,Mil,F,27.11,63,28.7,59.9,21.2,9.2,109,0.752,462,306,15,9.1,16.7,1.2,0.76,0.79,1.32
519,Kristaps Porzingis,Dal,F-C,26.64,34,29.5,61.4,28.5,8.3,170,0.865,335,173,19.2,7.7,14.4,2,0.74,1.74,1.56
520,Kristaps Porzingis,Was,F-C,26.64,8,26.3,54.7,30.6,7.6,62,0.887,76,30,20.8,7.8,16.2,2.5,0.5,1.63,1.38
521,Micah Potter,Det,F,23.96,3,10.3,21.5,17.9,7.8,2,1,9,2,4,3,15.7,0,0.33,0.33,0.33
522,Dwight Powell,Dal,F-C,30.67,72,21.5,44.8,13.6,11.3,173,0.775,302,36,8.2,4.7,12.1,1.2,0.47,0.44,0.74
523,Myles Powell,Phi,G,20,11,4.7,9.9,18.1,14.4,2,1,11,6,1.2,0.5,6.4,0.3,0.09,0,0.27
524,Norman Powell,Por,G,28.83,40,33.3,69.4,22.5,9,198,0.803,313,229,18.7,3.3,5.4,2.1,1,0.43,1.55
525,Norman Powell,Lac,G,28.83,3,26.8,55.8,30.6,9,20,0.85,28,14,21,3,5.8,4,0.67,0.67,1.67
526,Joshua Primo,San,G,19.24,40,17.6,36.7,15,14.8,42,0.762,91,104,5.2,2.3,6.8,1.4,0.35,0.48,0.93
527,Taurean Prince,Min,F,28,61,16.6,34.5,17,11.7,70,0.757,134,198,7,2.5,7.9,1,0.7,0.34,0.79
528,Payton Pritchard,Bos,G,24.15,62,13.4,27.9,18.7,10.5,17,1,111,196,5.7,1.7,6.8,1.9,0.27,0.06,0.6
529,Trevelin Queen,Hou,G,20,10,7.4,15.5,23.9,16.8,4,1,9,24,4.3,1.6,11.8,0.4,0.5,0.1,0.7
530,Neemias Queta,Sac,C,22.69,10,5.6,11.7,22.3,13.7,5,0.6,23,0,2.1,1.9,18.4,0.4,0.1,0.4,0.4
531,Immanuel Quickley,Nyk,G,22.77,68,22.2,46.2,21.5,11.6,162,0.901,261,322,10.4,2.9,6.8,3.1,0.65,0.04,1.26
532,Jahmi'us Ramsey,Sac,G,20.79,19,7.1,14.7,22.1,7.2,14,0.5,40,18,3.2,0.7,5.3,0.4,0.05,0.05,0.26
533,Julius Randle,Nyk,F-C,27.31,69,35.5,74,28.7,14.7,382,0.767,832,371,20.3,10,15,5.1,0.74,0.55,3.43
534,Austin Reaves,Lal,G,23.82,53,22.7,47.2,11.8,9.4,80,0.85,119,144,6.8,2.8,6.7,1.5,0.4,0.36,0.58
535,Cam Reddish,Atl,F-G,22.56,34,23.4,48.8,23.2,10.4,80,0.9,190,153,11.9,2.5,5.8,1.1,1.03,0.32,1.29
536,Cam Reddish,Nyk,F-G,22.56,15,14.4,29.9,18.7,14.1,32,0.906,34,31,6.1,1.4,5.2,0.7,0.87,0.27,0.87
537,Davon Reed,Den,G,26.78,39,13.7,28.6,11.8,7,10,0.8,56,73,4.3,2.3,9.4,1,0.51,0.15,0.26
538,Paul Reed,Phi,F,22.77,32,7.7,16.1,14.7,10,10,0.4,62,6,2.1,2.2,15.8,0.4,0.63,0.38,0.25
539,Naz Reid,Min,C-F,22.57,68,15.9,33.1,21.4,12.8,136,0.765,280,144,8.4,4,13.2,0.9,0.51,0.96,1.04
540,Nick Richards,Cha,C,24.31,46,7.7,16.1,15.1,17.5,43,0.698,85,0,3.1,1.8,12.1,0.3,0.2,0.43,0.48
541,Josh Richardson,Bos,G,28.52,44,24.7,51.5,16.8,9.4,71,0.859,187,156,9.7,2.8,6.2,1.5,0.77,0.52,0.89
542,Josh Richardson,San,G,28.52,11,22.8,47.6,18.4,12.7,18,0.944,55,33,9.5,3,6.9,2.2,0.64,0.45,1.27
543,Austin Rivers,Den,G,29.64,58,21.9,45.6,13.1,12.4,38,0.711,106,209,6.4,1.7,4.3,1.4,0.76,0.1,0.81
544,Duncan Robinson,Mia,F,27.92,69,26.5,55.2,17.9,7.6,57,0.842,98,557,11.3,2.7,5.8,1.6,0.52,0.17,0.81
545,Jeremiah Robinson-Earl,Okc,F,21.38,44,23,48,14.7,10.1,42,0.714,142,150,7.1,5.8,12.8,1,0.61,0.34,0.8
546,Justin Robinson,Mil,G,24.44,17,11.6,24.2,14.9,16,2,1,20,37,2.8,0.8,3.5,1.2,0.47,0,0.65
547,Justin Robinson,Sac,G,24.44,3,5,10.4,25.7,11.1,0,0,5,3,0.7,0.3,3.6,0.7,0,0,0.33
548,Justin Robinson,Det,G,24.44,5,18.2,37.9,16.8,14,6,0.333,7,21,5.6,1.4,4.2,1.8,0.2,0.2,1
549,Mitchell Robinson,Nyk,C-F,23.98,66,25.4,52.8,11.4,12.6,161,0.484,312,0,8.4,8.6,18,0.5,0.74,1.76,0.83
550,Isaiah Roby,Okc,F,24.13,35,18.6,38.8,17.8,10.8,68,0.735,149,61,8.1,4.3,11.8,1.2,0.74,0.57,0.83
551,Rajon Rondo,Lal,G,36.08,18,16.1,33.5,15.7,32.1,2,0.5,41,30,3.1,2.7,9,3.7,0.67,0.28,1.89
552,Rajon Rondo,Cle,G,36.08,17,20.4,42.4,17.2,21.6,24,0.75,46,49,6.8,3,8.1,4.6,0.82,0.06,1.71
553,Derrick Rose,Nyk,G,33.46,26,24.5,51,22.5,11.9,31,0.968,182,92,12,3,6.5,4,0.85,0.46,1.5
554,Terrence Ross,Orl,G-F,31.13,60,23.2,48.4,20.6,11.3,125,0.864,282,252,10.1,2.5,5.7,1.9,0.47,0.2,1.25
555,Terry Rozier,Cha,G,28.02,63,33.9,70.7,23.2,7.3,156,0.84,493,524,19.7,4.3,6.7,4.4,1.3,0.37,1.35
556,Ricky Rubio,Cle,G,31.42,34,28.5,59.4,24.9,16.5,103,0.854,237,174,13.1,4.1,8,6.6,1.44,0.21,2.65
557,D'Angelo Russell,Min,G,26.08,58,32.1,66.8,25.3,13.3,209,0.828,412,475,18.5,3.4,5.6,7.1,0.95,0.38,2.59
558,Domantas Sabonis,Ind,F-C,25.89,47,34.7,72.3,21.7,17.3,258,0.74,463,108,18.9,12.1,19.2,5,0.98,0.47,3.04
559,Domantas Sabonis,Sac,F-C,25.89,15,33.6,70,24.3,18.1,74,0.743,185,17,18.9,12.3,19.9,5.8,0.87,0.33,3.47
560,Olivier Sarr,Okc,C,23.09,15,15.4,32.1,12.6,19.3,12,0.75,36,13,4.4,3.5,11.5,0.6,0.2,0.53,0.87
561,Tomas Satoransky,Nor,G,30.4,32,15,31.3,12.6,16.3,25,0.76,76,31,2.8,2,7.3,2.4,0.44,0.03,0.72
562,Tomas Satoransky,San,G,30.4,1,9.2,19.2,8.1,0,4,0.75,0,0,3,1,5.7,0,0,0,0
563,Tomas Satoransky,Was,G,30.4,11,15.5,32.3,12.7,18.5,13,0.923,23,11,4.7,2.2,7.8,2.5,0.82,0.27,0.82
564,Jordan Schakel,Was,G,23.78,2,7.1,14.8,18.8,0,0,0,3,3,0,1.5,11.6,0,0,0,0
565,Admiral Schofield,Orl,F,24.98,32,10.9,22.8,13.5,14.6,12,0.75,36,52,3.2,2,9.8,0.6,0.13,0.16,0.5
566,Dennis Schroder,Bos,G,28.52,49,29.2,60.9,23.1,13.8,145,0.848,392,192,14.4,3.3,6.1,4.2,0.84,0.1,2.12
567,Dennis Schroder,Hou,G,28.52,12,27.7,57.7,20.8,19.1,30,0.833,69,49,10.7,3.8,7.6,6.3,0.5,0.08,2.58
568,Trevon Scott,Cle,F,25.32,2,5.7,11.9,23.2,0,0,0,5,1,3,1,9.7,0,0.5,0.5,0
